epoch,iteration,grad_norm
1,113,1.79812
1,114,1.0751
1,115,1.10398
1,116,2.13234
1,117,1.36287
1,118,1.45993
1,119,1.41033
1,120,2.12125
1,121,1.33592
1,122,1.09478
1,123,1.66156
1,124,3.2682
2,1,1.32188
2,2,2.4976
2,3,1.49791
2,4,0.96298
2,5,1.44854
2,6,1.2145
2,7,1.66373
2,8,2.71552
2,9,0.87425
2,10,1.36055
2,11,3.75523
2,12,1.86481
2,13,1.05324
2,14,1.70831
2,15,1.10391
2,16,1.05182
2,17,0.83576
2,18,1.73413
2,19,1.68054
2,20,1.77571
2,21,0.84792
2,22,1.72045
2,23,1.08569
2,24,1.71746
2,25,1.13637
2,26,1.81442
2,27,1.1687
2,28,1.16321
2,29,0.93972
2,30,2.18279
2,31,0.90824
2,32,1.11136
2,33,1.67394
2,34,1.19343
2,35,1.96981
2,36,1.02236
2,37,1.0549
2,38,1.21706
2,39,1.74051
2,40,1.31962
2,41,0.89738
2,42,1.03118
2,43,0.8152
2,44,2.80905
2,45,2.02315
2,46,1.19065
2,47,1.10733
2,48,1.40755
2,49,0.98248
2,50,1.05053
2,51,0.87186
2,52,1.13571
2,53,1.53458
2,54,1.05858
2,55,0.86975
2,56,0.90113
2,57,1.01752
2,58,1.14631
2,59,1.14486
2,60,2.57907
2,61,1.00262
2,62,0.95856
2,63,1.43087
2,64,0.89576
2,65,1.76248
2,66,2.12618
2,67,1.86036
2,68,1.70579
2,69,1.53181
2,70,1.96986
2,71,2.87559
2,72,1.30136
2,73,0.90107
2,74,1.63807
2,75,1.09164
2,76,1.08906
2,77,1.11226
2,78,2.20461
2,79,2.20523
2,80,1.2666
2,81,2.46866
2,82,0.89768
2,83,1.18286
2,84,1.82218
2,85,1.33099
2,86,1.15344
2,87,0.99132
2,88,1.00747
2,89,1.02625
2,90,0.84169
2,91,1.72028
2,92,1.42117
2,93,0.87878
2,94,1.00892
2,95,1.76398
2,96,1.15945
2,97,1.25026
2,98,2.0432
2,99,1.23735
2,100,1.50149
2,101,1.04088
2,102,2.5312
2,103,1.43555
2,104,2.2445
2,105,1.06717
2,106,1.38481
2,107,2.99479
2,108,1.37233
2,109,1.03397
2,110,1.62972
2,111,1.0453
2,112,1.13553
2,113,2.31561
2,114,1.31886
2,115,2.01241
2,116,1.65843
2,117,1.30101
2,118,2.16992
2,119,2.04363
2,120,1.29199
2,121,0.97737
2,122,1.36227
2,123,2.6374
2,124,1.88271
3,1,1.31273
3,2,1.41755
3,3,0.91685
3,4,1.00047
3,5,2.88737
3,6,1.48381
3,7,1.78787
3,8,1.27253
3,9,1.76075
3,10,1.056
3,11,1.24011
3,12,1.38848
3,13,0.80001
3,14,1.92782
3,15,1.197
3,16,1.00403
3,17,1.08662
3,18,1.81942
3,19,0.9227
3,20,0.71918
3,21,1.48245
3,22,1.59437
3,23,0.96749
3,24,0.86834
3,25,1.62535
3,26,1.77055
3,27,1.17404
3,28,0.94498
3,29,1.50969
3,30,1.09835
3,31,1.31733
3,32,1.87281
3,33,1.03278
3,34,1.1194
3,35,0.94975
3,36,1.0617
3,37,2.31595
3,38,3.21665
3,39,1.0749
3,40,1.41554
3,41,1.46137
3,42,1.08658
3,43,1.97909
3,44,2.26308
3,45,2.09432
3,46,1.93856
3,47,4.76705
3,48,1.7632
3,49,1.60757
3,50,1.79877
3,51,3.34914
3,52,2.26854
3,53,1.25755
3,54,2.52945
3,55,1.73476
3,56,1.54541
3,57,1.77708
3,58,1.30807
3,59,2.81525
3,60,2.66498
3,61,1.42436
3,62,2.16951
3,63,2.57872
3,64,2.06176
3,65,1.80203
3,66,2.14406
3,67,1.92711
3,68,3.72006
3,69,1.57565
3,70,1.71392
3,71,3.87739
3,72,1.41143
3,73,3.20507
3,74,3.44527
3,75,1.66113
3,76,1.35146
3,77,2.39701
3,78,3.14255
3,79,1.44506
3,80,1.54858
3,81,2.41352
3,82,1.52772
3,83,1.42285
3,84,1.78967
3,85,3.16101
3,86,1.0947
3,87,1.39176
3,88,1.31453
3,89,1.38066
3,90,1.09886
3,91,2.59869
3,92,2.42592
3,93,1.69064
3,94,1.57304
3,95,1.83857
3,96,1.09632
3,97,1.0967
3,98,1.08604
3,99,2.11962
3,100,0.86298
3,101,1.65074
3,102,0.83739
3,103,0.90665
3,104,0.91369
3,105,0.9846
3,106,0.86433
3,107,2.22343
3,108,2.55557
3,109,1.77699
3,110,1.27177
3,111,0.95997
3,112,1.13527
3,113,1.46908
3,114,3.87348
3,115,1.1264
3,116,1.55247
3,117,3.16988
3,118,1.02769
3,119,1.69884
3,120,2.03633
3,121,1.04025
3,122,3.21203
3,123,1.29453
3,124,3.17283
4,1,2.16014
4,2,2.64976
4,3,2.68849
4,4,1.56833
4,5,2.70172
4,6,2.21951
4,7,1.62544
4,8,2.9086
4,9,2.85669
4,10,2.31347
4,11,3.0106
4,12,2.33518
4,13,2.24604
4,14,1.59878
4,15,2.19041
4,16,1.54712
4,17,3.52214
4,18,4.02573
4,19,2.85888
4,20,2.09267
4,21,2.38047
4,22,2.86098
4,23,2.01665
4,24,3.89204
4,25,4.37266
4,26,3.57558
4,27,2.56746
4,28,2.99449
4,29,2.49197
4,30,2.00526
4,31,2.45004
4,32,4.99878
4,33,1.79323
4,34,3.10622
4,35,2.98852
4,36,3.36064
4,37,2.39962
4,38,2.86081
4,39,1.71641
4,40,1.50849
4,41,3.83673
4,42,4.93493
4,43,2.79381
4,44,2.32878
4,45,3.9801
4,46,3.19719
4,47,1.60896
4,48,3.90078
4,49,1.82391
4,50,2.29067
4,51,3.33548
4,52,4.44508
4,53,1.65546
4,54,2.41621
4,55,2.21096
4,56,3.65791
4,57,1.15661
4,58,1.63858
4,59,2.81143
4,60,1.29762
4,61,1.28496
4,62,1.42894
4,63,1.21049
4,64,1.20924
4,65,1.31336
4,66,1.21365
4,67,1.25263
4,68,1.07451
4,69,2.49798
4,70,1.28527
4,71,1.78454
4,72,1.97527
4,73,3.31042
4,74,2.28707
4,75,1.22008
4,76,3.73535
4,77,1.82146
4,78,1.43772
4,79,2.04713
4,80,3.11286
4,81,2.178
4,82,2.54782
4,83,1.65749
4,84,1.24782
4,85,1.91803
4,86,3.40658
4,87,2.00744
4,88,2.0654
4,89,1.50806
4,90,1.37392
4,91,1.7896
4,92,1.28995
4,93,1.50691
4,94,1.36859
4,95,3.04292
4,96,1.47528
4,97,1.89581
4,98,2.68841
4,99,2.49461
4,100,1.92854
4,101,2.47343
4,102,2.83257
4,103,3.55976
4,104,2.83996
4,105,3.42589
4,106,2.33927
4,107,2.11207
4,108,2.42035
4,109,2.85854
4,110,2.03014
4,111,2.34454
4,112,3.23273
4,113,2.43181
4,114,2.05443
4,115,1.98526
4,116,2.98946
4,117,3.68649
4,118,2.16173
4,119,2.54086
4,120,2.84624
4,121,3.09973
4,122,3.67238
4,123,1.99372
4,124,3.00793
5,1,3.52015
5,2,3.64236
5,3,3.68161
5,4,4.18623
5,5,3.07632
5,6,2.9855
5,7,4.20692
5,8,4.92674
5,9,4.39559
5,10,3.13097
5,11,5.1833
5,12,4.23077
5,13,5.86294
5,14,2.52074
5,15,3.82044
5,16,3.35337
5,17,3.54479
5,18,5.31901
5,19,3.95954
5,20,7.13459
5,21,1.9019
5,22,3.14959
5,23,4.4111
5,24,3.73402
5,25,3.8942
5,26,5.28884
5,27,3.48691
5,28,1.94585
5,29,3.04196
5,30,2.45501
5,31,2.8448
5,32,2.82372
5,33,1.82426
5,34,4.14766
5,35,5.61712
5,36,3.58932
5,37,3.07891
5,38,3.27782
5,39,3.22623
5,40,5.70186
5,41,4.87737
5,42,3.93548
5,43,4.61109
5,44,5.63132
5,45,4.82976
5,46,5.36501
5,47,3.83783
5,48,7.68946
5,49,5.25018
5,50,3.99204
5,51,5.40009
5,52,5.87518
5,53,3.84796
5,54,3.46434
5,55,4.50516
5,56,2.04921
5,57,7.66524
5,58,3.01957
5,59,6.10939
5,60,2.06047
5,61,2.90168
5,62,4.67283
5,63,4.53492
5,64,4.96377
5,65,6.68563
5,66,4.84329
5,67,5.406
5,68,4.3482
5,69,3.16333
5,70,4.31451
5,71,3.5371
5,72,7.15896
5,73,3.43363
5,74,4.14354
5,75,4.01671
5,76,3.56407
5,77,2.83748
5,78,3.74774
5,79,4.16532
5,80,4.15136
5,81,4.0665
5,82,4.79213
5,83,3.76726
5,84,7.13656
5,85,3.39994
5,86,4.4016
5,87,3.94697
5,88,3.39009
5,89,6.09036
5,90,3.63035
5,91,4.53775
5,92,3.64521
5,93,6.7444
5,94,5.3302
5,95,6.78716
5,96,3.40498
5,97,4.70784
5,98,7.81634
5,99,4.27926
5,100,3.60815
5,101,5.33921
5,102,8.38324
5,103,5.78836
5,104,4.49505
5,105,7.58906
5,106,4.89119
5,107,6.46285
5,108,7.52536
5,109,4.23613
5,110,5.98083
5,111,4.61192
5,112,5.65153
5,113,7.27374
5,114,5.59563
5,115,6.87277
5,116,2.38288
5,117,2.65404
5,118,2.79878
5,119,3.93336
5,120,3.18862
5,121,4.57843
5,122,5.36988
5,123,5.95279
5,124,3.00277
6,1,3.56248
6,2,4.93475
6,3,11.65572
6,4,5.34477
6,5,6.62887
6,6,5.53284
6,7,4.43268
6,8,2.74597
6,9,8.10288
6,10,6.70055
6,11,3.93998
6,12,4.90282
6,13,2.5937
6,14,6.62152
6,15,3.70028
6,16,2.72252
6,17,9.70887
6,18,5.05417
6,19,8.92974
6,20,7.98067
6,21,3.22191
6,22,6.43242
6,23,5.97459
6,24,4.45457
6,25,10.19078
6,26,4.96598
6,27,7.27619
6,28,6.55827
6,29,5.31024
6,30,7.13274
6,31,8.05608
6,32,7.54399
6,33,10.12953
6,34,11.9926
6,35,2.12968
6,36,5.05094
6,37,5.76603
6,38,5.31791
6,39,8.17366
6,40,13.18896
6,41,5.25785
6,42,8.86169
6,43,9.76321
6,44,6.42763
6,45,6.14302
6,46,5.36485
6,47,7.04489
6,48,6.44356
6,49,13.77756
6,50,9.51933
6,51,5.01676
6,52,10.3007
6,53,3.65262
6,54,10.68261
6,55,11.43393
6,56,5.8135
6,57,5.15551
6,58,7.44115
6,59,6.94864
6,60,8.69954
6,61,3.1429
6,62,7.2336
6,63,10.06977
6,64,2.6923
6,65,13.21565
6,66,3.5248
6,67,6.92995
6,68,3.62696
6,69,7.84666
6,70,11.71687
6,71,10.85014
6,72,10.79224
6,73,2.83894
6,74,4.88533
6,75,8.23666
6,76,10.58548
6,77,8.36349
6,78,15.1193
6,79,7.06133
6,80,5.53384
6,81,5.4162
6,82,5.27035
6,83,11.18078
6,84,13.389
6,85,4.8717
6,86,6.04544
6,87,4.21615
6,88,6.07069
6,89,8.07148
6,90,4.41043
6,91,8.13221
6,92,3.60193
6,93,4.63792
6,94,8.37029
6,95,2.19334
6,96,3.96974
6,97,5.937
6,98,3.71777
6,99,9.75988
6,100,8.85152
6,101,6.37156
6,102,4.43514
6,103,8.09534
6,104,4.3707
6,105,5.46176
6,106,5.58165
6,107,3.37032
6,108,11.60898
6,109,4.59801
6,110,6.92391
6,111,7.33826
6,112,11.3657
6,113,7.93446
6,114,4.53186
6,115,10.71759
6,116,4.91983
6,117,6.91217
6,118,4.79655
6,119,11.55694
6,120,7.38467
6,121,9.1136
6,122,9.5002
6,123,14.02302
6,124,11.19867
7,1,6.79024
7,2,4.72714
7,3,14.40243
7,4,12.16037
7,5,7.3335
7,6,6.36913
7,7,14.41546
7,8,5.39065
7,9,8.4502
7,10,6.32904
7,11,4.70809
7,12,8.91933
7,13,2.36446
7,14,8.57821
7,15,5.09885
7,16,3.57546
7,17,6.50977
7,18,13.85293
7,19,9.12517
7,20,16.63998
7,21,8.47799
7,22,11.32471
7,23,6.54767
7,24,7.32488
7,25,9.58444
7,26,7.43797
7,27,8.16158
7,28,4.04729
7,29,5.53596
7,30,8.02498
7,31,3.55936
7,32,2.08095
7,33,3.96191
7,34,7.42629
7,35,9.69907
7,36,5.4149
7,37,4.46592
7,38,5.19451
7,39,4.80438
7,40,5.53045
7,41,11.35215
7,42,9.52813
7,43,7.18182
7,44,9.87669
7,45,7.99897
7,46,8.40909
7,47,9.40891
7,48,6.87611
7,49,6.57823
7,50,6.60002
7,51,6.08994
7,52,9.14585
7,53,10.10391
7,54,9.17536
7,55,5.33539
7,56,10.08526
7,57,12.08446
7,58,9.55717
7,59,8.49929
7,60,14.59947
7,61,15.73292
7,62,3.12256
7,63,11.50398
7,64,3.28024
7,65,8.87671
7,66,16.54834
7,67,12.87167
7,68,6.98219
7,69,8.42211
7,70,15.35424
7,71,7.19517
7,72,4.23776
7,73,15.15886
7,74,5.09916
7,75,13.00148
7,76,7.60214
7,77,13.05527
7,78,10.60261
7,79,20.62428
7,80,5.57636
7,81,5.77645
7,82,18.76106
7,83,4.02053
7,84,8.32513
7,85,8.54713
7,86,5.11317
7,87,5.78687
7,88,3.24574
7,89,8.34226
7,90,6.99566
7,91,12.04557
7,92,5.1736
7,93,6.22354
7,94,8.94904
7,95,7.193
7,96,5.79917
7,97,2.9626
7,98,4.17628
7,99,7.67056
7,100,6.84911
7,101,14.27165
7,102,11.61257
7,103,9.72582
7,104,16.55546
7,105,5.21305
7,106,13.08929
7,107,9.80209
7,108,3.53812
7,109,15.70307
7,110,8.65725
7,111,11.18642
7,112,9.78156
7,113,12.50745
7,114,7.54438
7,115,6.1218
7,116,10.43059
7,117,13.68874
7,118,2.32072
7,119,10.93842
7,120,9.81304
7,121,10.49037
7,122,3.1359
7,123,14.06934
7,124,10.99919
8,1,2.83731
8,2,3.68002
8,3,7.66786
8,4,12.6302
8,5,5.33806
8,6,4.29942
8,7,5.32285
8,8,3.95118
8,9,14.31224
8,10,2.51217
8,11,6.87369
8,12,15.03261
8,13,1.35813
8,14,11.19755
8,15,13.21127
8,16,11.31291
8,17,10.37594
8,18,9.73186
8,19,12.20059
8,20,11.62581
8,21,18.47048
8,22,11.80261
8,23,10.68594
8,24,11.72779
8,25,11.84051
8,26,14.40754
8,27,10.63203
8,28,4.01735
8,29,8.34871
8,30,2.53348
8,31,4.60047
8,32,17.82191
8,33,2.51996
8,34,10.75202
8,35,20.51586
8,36,11.92086
8,37,3.53789
8,38,9.50834
8,39,10.09184
8,40,11.52879
8,41,14.54855
8,42,14.95566
8,43,19.6256
8,44,9.45707
8,45,7.87906
8,46,9.10999
8,47,9.41427
8,48,15.80087
8,49,14.31985
8,50,7.53642
8,51,21.68093
8,52,9.80022
8,53,14.77651
8,54,19.47193
8,55,5.22678
8,56,15.6089
8,57,6.63392
8,58,7.06376
8,59,12.28625
8,60,8.06985
8,61,10.09113
8,62,12.41437
8,63,13.41323
8,64,3.79409
8,65,16.79011
8,66,11.8723
8,67,9.99074
8,68,16.97542
8,69,10.52623
8,70,8.92751
8,71,12.68351
8,72,19.85482
8,73,12.73282
8,74,12.24317
8,75,13.66456
8,76,3.8871
8,77,5.83078
8,78,11.83247
8,79,19.59725
8,80,16.54072
8,81,15.44061
8,82,8.87765
8,83,2.61703
8,84,12.10722
8,85,30.13606
8,86,15.66196
8,87,2.0764
8,88,9.90893
8,89,15.6777
8,90,5.05047
8,91,6.00004
8,92,16.15054
8,93,7.3405
8,94,14.87534
8,95,7.94643
8,96,12.61931
8,97,9.03003
8,98,27.21013
8,99,9.13134
8,100,9.45517
8,101,2.71609
8,102,33.21122
8,103,20.30201
8,104,1.11616
8,105,8.68858
8,106,2.78714
8,107,2.75604
8,108,12.86983
8,109,8.71186
8,110,5.39958
8,111,19.59698
8,112,9.63068
8,113,13.1355
8,114,7.63674
8,115,15.7241
8,116,7.86784
8,117,18.72692
8,118,7.94043
8,119,10.56147
8,120,22.30042
8,121,21.99926
8,122,26.7793
8,123,12.11971
8,124,27.00356
