epoch,split,iteration,loss
1,train,10,0.66064
1,train,20,0.69727
1,train,30,0.6377
1,train,40,0.64062
1,train,50,0.729
1,train,60,0.67627
1,train,70,0.65234
1,train,80,0.73926
1,train,90,0.6582
1,train,100,0.7251
1,train,110,0.63135
1,train,120,0.58203
2,train,10,0.68066
2,train,20,0.66357
2,train,30,0.73193
2,train,40,0.63867
2,train,50,0.66992
2,train,60,0.66748
2,train,70,0.70166
2,train,80,0.79541
2,train,90,0.66113
2,train,100,0.63623
2,train,110,0.75439
2,train,120,0.61865
3,train,10,0.68604
3,train,20,0.62695
3,train,30,0.62109
3,train,40,0.73828
3,train,50,0.72461
3,train,60,0.71582
3,train,70,0.69043
3,train,80,0.65967
3,train,90,0.76562
3,train,100,0.67578
3,train,110,0.66211
3,train,120,0.59473
4,train,10,0.6665
4,train,20,0.68115
4,train,30,0.66162
4,train,40,0.60791
4,train,50,0.67725
4,train,60,0.67383
4,train,70,0.69385
4,train,80,0.6377
4,train,90,0.66016
4,train,100,0.70508
4,train,110,0.73584
4,train,120,0.62988
5,train,10,0.68994
5,train,20,0.62695
5,train,30,0.69434
5,train,40,0.70361
5,train,50,0.66943
5,train,60,0.64062
5,train,70,0.64258
5,train,80,0.73438
5,train,90,0.72998
5,train,100,0.65723
5,train,110,0.6543
5,train,120,0.67188
6,train,10,0.68018
6,train,20,0.66113
6,train,30,0.67822
6,train,40,0.58789
6,train,50,0.69922
6,train,60,0.73486
6,train,70,0.61475
6,train,80,0.70117
6,train,90,0.60596
6,train,100,0.69189
6,train,110,0.67334
6,train,120,0.6499
7,train,10,0.66064
7,train,20,0.70459
7,train,30,0.67627
7,train,40,0.7334
7,train,50,0.59814
7,train,60,0.72314
7,train,70,0.68604
7,train,80,0.54248
7,train,90,0.75928
7,train,100,0.64404
7,train,110,0.66699
7,train,120,0.64551
8,train,10,0.56299
8,train,20,0.729
8,train,30,0.58496
8,train,40,0.66406
8,train,50,0.63672
8,train,60,0.59033
8,train,70,0.62402
8,train,80,0.62109
8,train,90,0.68213
8,train,100,0.60156
8,train,110,0.58789
8,train,120,0.68945
9,train,10,0.67578
9,train,20,0.49707
9,train,30,0.62256
9,train,40,0.55908
9,train,50,0.54346
9,train,60,0.61328
9,train,70,0.64014
9,train,80,0.61133
9,train,90,0.57959
9,train,100,0.54297
9,train,110,0.5835
9,train,120,0.51709
10,train,10,0.58887
10,train,20,0.49927
10,train,30,0.44287
10,train,40,0.54297
10,train,50,0.54443
10,train,60,0.39941
10,train,70,0.48218
10,train,80,0.48828
10,train,90,0.36865
10,train,100,0.58545
10,train,110,0.59033
10,train,120,0.43506
11,train,10,0.40137
11,train,20,0.36133
11,train,30,0.38989
11,train,40,0.28247
11,train,50,0.55176
11,train,60,0.2998
11,train,70,0.2959
11,train,80,0.44751
11,train,90,0.36328
11,train,100,0.34375
11,train,110,0.33423
11,train,120,0.2406
12,train,10,0.21851
12,train,20,0.26074
12,train,30,0.31152
12,train,40,0.2229
12,train,50,0.22534
12,train,60,0.2876
12,train,70,0.21265
12,train,80,0.14526
12,train,90,0.23621
12,train,100,0.29932
12,train,110,0.12158
12,train,120,0.29858
