epoch,split,iteration,loss
1,train,10,0.69873
1,train,20,0.68359
1,train,30,0.70508
1,train,40,0.71191
1,train,50,0.64551
1,train,60,0.6582
1,train,70,0.76025
1,train,80,0.78516
1,train,90,0.73145
1,train,100,0.73096
1,train,110,0.6748
1,train,120,0.62256
2,train,10,0.7666
2,train,20,0.55566
2,train,30,0.5752
2,train,40,0.63086
2,train,50,0.70361
2,train,60,0.72803
2,train,70,0.75342
2,train,80,0.70312
2,train,90,0.65967
2,train,100,0.69922
2,train,110,0.69678
2,train,120,0.72363
3,train,10,0.66504
3,train,20,0.7002
3,train,30,0.62402
3,train,40,0.62402
3,train,50,0.63135
3,train,60,0.70264
3,train,70,0.61328
3,train,80,0.63916
3,train,90,0.68457
3,train,100,0.67627
3,train,110,0.62012
3,train,120,0.63184
4,train,10,0.61523
4,train,20,0.60645
4,train,30,0.68213
4,train,40,0.71289
4,train,50,0.68506
4,train,60,0.59912
4,train,70,0.66211
4,train,80,0.66553
4,train,90,0.6665
4,train,100,0.72168
4,train,110,0.6499
4,train,120,0.69971
5,train,10,0.69434
5,train,20,0.63477
5,train,30,0.74219
5,train,40,0.67529
5,train,50,0.64795
5,train,60,0.68164
5,train,70,0.68945
5,train,80,0.70264
5,train,90,0.70215
5,train,100,0.62744
5,train,110,0.62305
5,train,120,0.62256
6,train,10,0.68652
6,train,20,0.6333
6,train,30,0.64209
6,train,40,0.56934
6,train,50,0.67139
6,train,60,0.57324
6,train,70,0.56689
6,train,80,0.72754
6,train,90,0.61719
6,train,100,0.6626
6,train,110,0.66016
6,train,120,0.66602
7,train,10,0.71973
7,train,20,0.64062
7,train,30,0.74219
7,train,40,0.7168
7,train,50,0.56982
7,train,60,0.7334
7,train,70,0.65527
7,train,80,0.82471
7,train,90,0.6377
7,train,100,0.71436
7,train,110,0.67578
7,train,120,0.62305
8,train,10,0.625
8,train,20,0.6499
8,train,30,0.6001
8,train,40,0.73145
8,train,50,0.63184
8,train,60,0.62939
8,train,70,0.63037
8,train,80,0.58252
8,train,90,0.58447
8,train,100,0.62402
8,train,110,0.60156
8,train,120,0.67041
9,train,10,0.60303
9,train,20,0.5918
9,train,30,0.6499
9,train,40,0.68213
9,train,50,0.5625
9,train,60,0.60693
9,train,70,0.48975
9,train,80,0.6626
9,train,90,0.60986
9,train,100,0.52686
9,train,110,0.68018
9,train,120,0.59033
10,train,10,0.51514
10,train,20,0.50586
10,train,30,0.53711
10,train,40,0.61523
10,train,50,0.57764
10,train,60,0.48486
10,train,70,0.56787
10,train,80,0.4668
10,train,90,0.45117
10,train,100,0.45752
10,train,110,0.50342
10,train,120,0.51709
11,train,10,0.52832
11,train,20,0.42505
11,train,30,0.45825
11,train,40,0.44019
11,train,50,0.44458
11,train,60,0.39795
11,train,70,0.34082
11,train,80,0.44116
11,train,90,0.354
11,train,100,0.46826
11,train,110,0.3418
11,train,120,0.43066
12,train,10,0.42358
12,train,20,0.32178
12,train,30,0.27905
12,train,40,0.38428
12,train,50,0.42676
12,train,60,0.41162
12,train,70,0.32666
12,train,80,0.2749
12,train,90,0.34595
12,train,100,0.23572
12,train,110,0.67334
12,train,120,0.25854
13,train,10,0.24365
13,train,20,0.24487
13,train,30,0.21155
13,train,40,0.16772
13,train,50,0.21155
13,train,60,0.35327
13,train,70,0.24597
13,train,80,0.30054
13,train,90,0.25024
13,train,100,0.19971
13,train,110,0.14734
13,train,120,0.49121
