epoch,train_loss,val_loss
1,0.68565,0.69336
2,0.68992,0.69318
3,0.68513,0.69203
4,0.68107,0.68799
5,0.68191,0.68984
6,0.6801,0.6867
7,0.67858,0.68506
8,0.67525,0.67718
9,0.67054,0.68188
10,0.66739,0.67069
11,0.65808,0.66888
12,0.64927,0.66277
13,0.62709,0.64729
14,0.59294,0.64819
15,0.55306,0.61516
16,0.4853,0.58719
17,0.38919,0.56328
18,0.29778,0.53007
19,0.21737,0.55917
20,0.15192,0.52539
21,0.10469,0.53863
22,0.07276,0.5266
