epoch,train_loss,val_loss
1,0.69456,0.69162
2,0.6887,0.69151
3,0.68519,0.69238
4,0.68921,0.69057
5,0.68089,0.68558
6,0.67845,0.68342
7,0.67846,0.68251
8,0.6731,0.67916
9,0.66767,0.67397
10,0.66204,0.66466
11,0.65127,0.65353
12,0.63275,0.64038
13,0.6157,0.62938
14,0.58735,0.6227
15,0.54023,0.5986
16,0.47801,0.57042
17,0.39176,0.5579
18,0.30699,0.5387
19,0.23328,0.5367
20,0.16321,0.51758
21,0.11766,0.52463
22,0.08476,0.50457
23,0.06118,0.55852
24,0.05246,0.56932
