epoch,split,iteration,loss
1,train,10,0.72363
1,train,20,0.63525
1,train,30,0.75586
1,train,40,0.69189
1,train,50,0.71191
1,train,60,0.69385
1,train,70,0.71094
1,train,80,0.77783
1,train,90,0.63086
1,train,100,0.78418
1,train,110,0.67773
1,train,120,0.70459
2,train,10,0.71191
2,train,20,0.70117
2,train,30,0.66748
2,train,40,0.7207
2,train,50,0.70166
2,train,60,0.63818
2,train,70,0.69043
2,train,80,0.74219
2,train,90,0.7915
2,train,100,0.63867
2,train,110,0.72705
2,train,120,0.55811
3,train,10,0.64111
3,train,20,0.6626
3,train,30,0.79346
3,train,40,0.59375
3,train,50,0.60596
3,train,60,0.66992
3,train,70,0.69678
3,train,80,0.62158
3,train,90,0.59082
3,train,100,0.68408
3,train,110,0.58057
3,train,120,0.79004
4,train,10,0.67188
4,train,20,0.6665
4,train,30,0.68115
4,train,40,0.68945
4,train,50,0.69043
4,train,60,0.67188
4,train,70,0.77295
4,train,80,0.7373
4,train,90,0.71875
4,train,100,0.73486
4,train,110,0.70166
4,train,120,0.66211
5,train,10,0.60742
5,train,20,0.66748
5,train,30,0.60449
5,train,40,0.63086
5,train,50,0.69287
5,train,60,0.69678
5,train,70,0.646
5,train,80,0.64844
5,train,90,0.68457
5,train,100,0.65039
5,train,110,0.7207
5,train,120,0.71875
6,train,10,0.70068
6,train,20,0.72852
6,train,30,0.61621
6,train,40,0.71973
6,train,50,0.67188
6,train,60,0.60938
6,train,70,0.68604
6,train,80,0.62842
6,train,90,0.67871
6,train,100,0.65283
6,train,110,0.66455
6,train,120,0.6123
7,train,10,0.62646
7,train,20,0.69482
7,train,30,0.64404
7,train,40,0.66992
7,train,50,0.60205
7,train,60,0.59424
7,train,70,0.81836
7,train,80,0.67432
7,train,90,0.56641
7,train,100,0.62256
7,train,110,0.56787
7,train,120,0.61719
8,train,10,0.65381
8,train,20,0.56396
8,train,30,0.69775
8,train,40,0.65137
8,train,50,0.56299
8,train,60,0.58691
8,train,70,0.56006
8,train,80,0.66504
8,train,90,0.51074
8,train,100,0.91113
8,train,110,0.62695
8,train,120,0.5708
9,train,10,0.58447
9,train,20,0.52539
9,train,30,0.52637
9,train,40,0.60498
9,train,50,0.56787
9,train,60,0.58203
9,train,70,0.62061
9,train,80,0.54541
9,train,90,0.63135
9,train,100,0.58594
9,train,110,0.55908
9,train,120,0.62012
10,train,10,0.50977
10,train,20,0.52734
10,train,30,0.53369
10,train,40,0.64062
10,train,50,0.52002
10,train,60,0.46118
10,train,70,0.47852
10,train,80,0.39502
10,train,90,0.44678
10,train,100,0.38379
10,train,110,0.55273
10,train,120,0.52783
11,train,10,0.5083
11,train,20,0.55664
11,train,30,0.49146
11,train,40,0.74121
11,train,50,0.47461
11,train,60,0.31152
11,train,70,0.44336
11,train,80,0.39893
11,train,90,0.36426
11,train,100,0.25903
11,train,110,0.35156
11,train,120,0.34937
12,train,10,0.41992
12,train,20,0.30542
12,train,30,0.2384
12,train,40,0.18811
12,train,50,0.27246
12,train,60,0.27393
12,train,70,0.2998
12,train,80,0.17517
12,train,90,0.2207
12,train,100,0.24988
12,train,110,0.17908
12,train,120,0.17822
13,train,10,0.15564
13,train,20,0.1593
13,train,30,0.12488
13,train,40,0.11761
13,train,50,0.18274
13,train,60,0.14478
13,train,70,0.14331
13,train,80,0.19177
13,train,90,0.15564
13,train,100,0.19238
13,train,110,0.28296
13,train,120,0.19861
