epoch,split,iteration,loss
1,train,10,0.67041
1,train,20,0.66748
1,train,30,0.66895
1,train,40,0.64746
1,train,50,0.68848
1,train,60,0.69189
1,train,70,0.7207
1,train,80,0.67627
1,train,90,0.67383
1,train,100,0.62158
1,train,110,0.6333
1,train,120,0.5835
2,train,10,0.60156
2,train,20,0.74805
2,train,30,0.73096
2,train,40,0.63867
2,train,50,0.64551
2,train,60,0.71875
2,train,70,0.67676
2,train,80,0.62061
2,train,90,0.62012
2,train,100,0.66211
2,train,110,0.72949
2,train,120,0.82422
3,train,10,0.60352
3,train,20,0.63477
3,train,30,0.6665
3,train,40,0.57471
3,train,50,0.64795
3,train,60,0.72266
3,train,70,0.68799
3,train,80,0.66602
3,train,90,0.75244
3,train,100,0.6499
3,train,110,0.61084
3,train,120,0.68066
4,train,10,0.69141
4,train,20,0.61914
4,train,30,0.77832
4,train,40,0.62158
4,train,50,0.62402
4,train,60,0.729
4,train,70,0.79053
4,train,80,0.78418
4,train,90,0.75049
4,train,100,0.72998
4,train,110,0.68457
4,train,120,0.69238
5,train,10,0.59375
5,train,20,0.60986
5,train,30,0.71924
5,train,40,0.68457
5,train,50,0.66992
5,train,60,0.70752
5,train,70,0.71875
5,train,80,0.68555
5,train,90,0.66504
5,train,100,0.62207
5,train,110,0.77686
5,train,120,0.73926
6,train,10,0.65723
6,train,20,0.76367
6,train,30,0.75098
6,train,40,0.61133
6,train,50,0.61035
6,train,60,0.69824
6,train,70,0.68652
6,train,80,0.69043
6,train,90,0.66992
6,train,100,0.72461
6,train,110,0.68701
6,train,120,0.7168
7,train,10,0.60986
7,train,20,0.6416
7,train,30,0.6543
7,train,40,0.67627
7,train,50,0.73682
7,train,60,0.60693
7,train,70,0.69043
7,train,80,0.63477
7,train,90,0.71045
7,train,100,0.73389
7,train,110,0.69043
7,train,120,0.69238
8,train,10,0.63965
8,train,20,0.67725
8,train,30,0.68799
8,train,40,0.65137
8,train,50,0.60547
8,train,60,0.70752
8,train,70,0.65918
8,train,80,0.66846
8,train,90,0.67383
8,train,100,0.67969
8,train,110,0.69922
8,train,120,0.71973
9,train,10,0.59033
9,train,20,0.62939
9,train,30,0.69727
9,train,40,0.57031
9,train,50,0.56396
9,train,60,0.63574
9,train,70,0.65479
9,train,80,0.68848
9,train,90,0.53369
9,train,100,0.68652
9,train,110,0.7627
9,train,120,0.64209
10,train,10,0.59473
10,train,20,0.54053
10,train,30,0.61475
10,train,40,0.54639
10,train,50,0.54541
10,train,60,0.62109
10,train,70,0.50293
10,train,80,0.55469
10,train,90,0.5083
10,train,100,0.64502
10,train,110,0.63281
10,train,120,0.58252
11,train,10,0.4978
11,train,20,0.57861
11,train,30,0.62939
11,train,40,0.51514
11,train,50,0.56738
11,train,60,0.44971
11,train,70,0.64453
11,train,80,0.45703
11,train,90,0.4978
11,train,100,0.49316
11,train,110,0.35522
11,train,120,0.47095
12,train,10,0.47192
12,train,20,0.29028
12,train,30,0.35132
12,train,40,0.37866
12,train,50,0.51123
12,train,60,0.48096
12,train,70,0.35767
12,train,80,0.26782
12,train,90,0.24512
12,train,100,0.32788
12,train,110,0.26685
12,train,120,0.29761
13,train,10,0.25464
13,train,20,0.22595
13,train,30,0.26929
13,train,40,0.20557
13,train,50,0.20764
13,train,60,0.18542
13,train,70,0.23535
13,train,80,0.18848
13,train,90,0.19434
13,train,100,0.18457
13,train,110,0.39453
13,train,120,0.17078
