epoch,train_loss,val_loss
1,0.68848,0.69723
2,0.68532,0.69081
3,0.68266,0.69064
4,0.68264,0.69088
5,0.67822,0.68408
6,0.66641,0.66738
7,0.6479,0.69884
8,0.62775,0.63271
9,0.58124,0.59959
10,0.51245,0.60298
11,0.41853,0.5554
12,0.30877,0.58228
13,0.21274,0.58707
14,0.13186,0.65048
15,0.08888,0.609
